,CVE_ID,Overview,CVSS_V3,CVSS_V2,References,vulnerable_software_versions,CWE
49,CVE-2019-7479,"A vulnerability in SonicOS allow authenticated read-only admin can elevate permissions to configuration mode. This vulnerability affected SonicOS Gen 5 version 5.9.1.12-4o and earlier, Gen 6 version 6.2.7.4-32n, 6.5.1.4-4n, 6.5.2.3-4n, 6.5.3.3-3n, 6.2.7.10-3n, 6.4.1.0-3n, 6.5.3.3-3n, 6.5.1.9-4n and SonicOSv 6.5.0.2-8v_RC363 (VMWARE), 6.5.0.2.8v_RC367 (AZURE), SonicOSv 6.5.0.2.8v_RC368 (AWS), SonicOSv 6.5.0.2.8v_RC366 (HYPER_V).",7.2,6.5,https://psirt.global.sonicwall.com/vuln-detail/SNWLID-2019-0012,cpe:2.3:o:sonicwall:sonicos:*:*:*:*:*:*:*:*|cpe:2.3:o:sonicwall:sonicos:6.2.7.4-32n:*:*:*:*:*:*:*|cpe:2.3:o:sonicwall:sonicos:6.2.7.10-3n:*:*:*:*:*:*:*|cpe:2.3:o:sonicwall:sonicos:6.4.1.0-3n:*:*:*:*:*:*:*|cpe:2.3:o:sonicwall:sonicos:6.5.1.4-4n:*:*:*:*:*:*:*|cpe:2.3:o:sonicwall:sonicos:6.5.1.9-4n:*:*:*:*:*:*:*|cpe:2.3:o:sonicwall:sonicos:6.5.2.3-4n:*:*:*:*:*:*:*|cpe:2.3:o:sonicwall:sonicos:6.5.3.3-3n:*:*:*:*:*:*:*|cpe:2.3:o:sonicwall:sonicosv:6.5.0.2.8v:*:*:*:*:*:*:*|cpe:2.3:o:sonicwall:sonicosv:6.5.0.2.8v:rc363:*:*:*:*:*:*|cpe:2.3:o:sonicwall:sonicosv:6.5.0.2.8v:rc366:*:*:*:*:*:*|cpe:2.3:o:sonicwall:sonicosv:6.5.0.2.8v:rc367:*:*:*:*:*:*|cpe:2.3:o:sonicwall:sonicosv:6.5.0.2.8v:rc368:*:*:*:*:*:*,CWE-287
50,CVE-2019-11206,"The Spotfire library component of TIBCO Software Inc.'s TIBCO Spotfire Analytics Platform for AWS Marketplace, and TIBCO Spotfire Server contains vulnerabilities that theoretically allow a malicious user to undermine the integrity of comments and bookmarks. Affected releases are TIBCO Software Inc.'s TIBCO Spotfire Analytics Platform for AWS Marketplace: versions up to and including 10.2.0, and TIBCO Spotfire Server: versions up to and including 7.11.2; 7.12.0; 7.13.0; 7.14.0; 10.0.0; 10.0.1; 10.1.0; and 10.2.0.",5.3,5.0,http://www.securityfocus.com/bid/108405|http://www.tibco.com/services/support/advisories|https://www.tibco.com/support/advisories/2019/05/tibco-security-advisory-may-14-2019-tibco-spotfire-server-2019-11206,cpe:2.3:a:tibco:spotfire_analytics_platform_for_aws:*:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:*:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:7.12.0:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:7.13.0:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:7.14.0:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:10.0.0:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:10.0.1:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:10.1.0:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:10.2.0:*:*:*:*:*:*:*,CWE-284
51,CVE-2018-5431,"The domain designer component of TIBCO Software Inc.'s TIBCO JasperReports Server, TIBCO JasperReports Server Community Edition, TIBCO JasperReports Server for ActiveMatrix BPM, TIBCO Jaspersoft for AWS with Multi-Tenancy, and TIBCO Jaspersoft Reporting and Analytics for AWS contains a vulnerability which may allow, in the context of a non-default permissions configuration, persisted cross-site scripting (XSS) attacks. Affected releases include TIBCO Software Inc.'s TIBCO JasperReports Server: versions up to and including 6.2.4; 6.3.0; 6.3.2; 6.3.3; 6.4.0; 6.4.2, TIBCO JasperReports Server Community Edition: versions up to and including 6.4.2, TIBCO JasperReports Server for ActiveMatrix BPM: versions up to and including 6.4.2, TIBCO Jaspersoft for AWS with Multi-Tenancy: versions up to and including 6.4.2, TIBCO Jaspersoft Reporting and Analytics for AWS: versions up to and including 6.4.2.",5.4,3.5,https://www.tibco.com/support/advisories/2018/04/tibco-security-advisory-april-17-2018-tibco-jasperreports-2018-5431,cpe:2.3:a:tibco:jasperreports_server:*:*:*:*:*:*:*:*|cpe:2.3:a:tibco:jasperreports_server:6.3.0:*:*:*:*:*:*:*|cpe:2.3:a:tibco:jasperreports_server:6.3.2:*:*:*:*:*:*:*|cpe:2.3:a:tibco:jasperreports_server:6.3.3:*:*:*:*:*:*:*|cpe:2.3:a:tibco:jasperreports_server:6.4.0:*:*:*:*:*:*:*|cpe:2.3:a:tibco:jasperreports_server:6.4.2:*:*:*:*:*:*:*|cpe:2.3:a:tibco:jasperreports_server:*:*:*:*:*:activematrix_bpm:*:*|cpe:2.3:a:tibco:jasperreports_server:*:*:*:*:community:*:*:*|cpe:2.3:a:tibco:jaspersoft:*:*:*:*:*:aws_with_multi-tenancy:*:*|cpe:2.3:a:tibco:jaspersoft_reporting_and_analytics:*:*:*:*:*:aws:*:*,CWE-79
52,CVE-2018-16523,"Amazon Web Services (AWS) FreeRTOS through 1.3.1, FreeRTOS up to V10.0.1 (with FreeRTOS+TCP), and WITTENSTEIN WHIS Connect middleware TCP/IP component allow division by zero in prvCheckOptions.",7.4,5.8,https://blog.zimperium.com/freertos-tcpip-stack-vulnerabilities-details/|https://blog.zimperium.com/freertos-tcpip-stack-vulnerabilities-put-wide-range-devices-risk-compromise-smart-homes-critical-infrastructure-systems/|https://github.com/aws/amazon-freertos/blob/v1.3.2/CHANGELOG.md,cpe:2.3:a:amazon:amazon_web_services_freertos:*:*:*:*:*:*:*:*|cpe:2.3:a:amazon:freertos:*:*:*:*:*:*:*:*,CWE-369
53,CVE-2019-1072,"A remote code execution vulnerability exists when Azure DevOps Server and Team Foundation Server (TFS) improperly handle user input, aka 'Azure DevOps Server and Team Foundation Server Remote Code Execution Vulnerability'.",9.8,7.5,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-1072,cpe:2.3:a:microsoft:team_foundation_server:2010:sp1:*:*:*:*:*:*|cpe:2.3:a:microsoft:team_foundation_server:2012:4:*:*:*:*:*:*|cpe:2.3:a:microsoft:team_foundation_server:2013:5:*:*:*:*:*:*|cpe:2.3:a:microsoft:team_foundation_server:2015:4.2:*:*:*:*:*:*|cpe:2.3:a:microsoft:team_foundation_server:2017:3.1:*:*:*:*:*:*|cpe:2.3:a:microsoft:team_foundation_server:2018:1.2:*:*:*:*:*:*|cpe:2.3:a:microsoft:team_foundation_server:2018:3.2:*:*:*:*:*:*|cpe:2.3:o:microsoft:azure_devops_server:2019.0.1:*:*:*:*:*:*:*,CWE-20
54,CVE-2019-1000,"An elevation of privilege vulnerability exists in Microsoft Azure Active Directory Connect build 1.3.20.0, which allows an attacker to execute two PowerShell cmdlets in context of a privileged account, and perform privileged actions.To exploit this, an attacker would need to authenticate to the AzureÃ‚Â AD Connect server, aka 'Microsoft Azure AD Connect Elevation of Privilege Vulnerability'.",5.3,3.5,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-1000,cpe:2.3:a:microsoft:azure_active_directory_connect:-:*:*:*:*:*:*:*,CWE-264
55,CVE-2019-0996,"A spoofing vulnerability exists in Azure DevOps Server when it improperly handles requests to authorize applications, resulting in a cross-site request forgery, aka 'Azure DevOps Server Spoofing Vulnerability'.",6.5,4.3,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-0996,cpe:2.3:o:microsoft:azure_devops_server:2019:*:*:*:*:*:*:*,CWE-352
56,CVE-2019-0741,"An information disclosure vulnerability exists in the way Azure IoT Java SDK logs sensitive information, aka 'Azure IoT Java SDK Information Disclosure Vulnerability'.",7.5,5.0,http://www.securityfocus.com/bid/106971|https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-0741,cpe:2.3:a:microsoft:java_software_development_kit:-:*:*:*:*:azure_internet_of_things:*:*,CWE-532
57,CVE-2019-0729,"An Elevation of Privilege vulnerability exists in the way Azure IoT Java SDK generates symmetric keys for encryption, allowing an attacker to predict the randomness of the key, aka 'Azure IoT Java SDK Elevation of Privilege Vulnerability'.",9.8,7.5,http://www.securityfocus.com/bid/106966|https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-0729,cpe:2.3:a:microsoft:java_software_development_kit:-:*:*:*:*:azure_internet_of_things:*:*,CWE-332
58,CVE-2018-18815,"The REST API component of TIBCO Software Inc.'s TIBCO JasperReports Server, TIBCO JasperReports Server Community Edition, TIBCO JasperReports Server for ActiveMatrix BPM, TIBCO Jaspersoft for AWS with Multi-Tenancy, and TIBCO Jaspersoft Reporting and Analytics for AWS contains a vulnerability that theoretically allows unauthenticated users to bypass authorization checks for portions of the HTTP interface to the JasperReports Server. Affected releases are TIBCO Software Inc.'s TIBCO JasperReports Server: 6.4.0; 6.4.1; 6.4.2; 6.4.3; 7.1.0, TIBCO JasperReports Server Community Edition: versions up to and including 7.1.0, TIBCO JasperReports Server for ActiveMatrix BPM: versions up to and including 6.4.3, TIBCO Jaspersoft for AWS with Multi-Tenancy: versions up to and including 7.1.0, and TIBCO Jaspersoft Reporting and Analytics for AWS: versions up to and including 7.1.0.",9.8,7.5,http://www.securityfocus.com/bid/107346|http://www.tibco.com/services/support/advisories|https://www.tibco.com/support/advisories/2019/03/tibco-security-advisory-march-6-2019-tibco-jasperreports-library-2018-18809|https://www.tibco.com/support/advisories/2019/03/tibco-security-advisory-march-6-2019-tibco-jasperreports-server-2018-18815|https://www.zerodayinitiative.com/advisories/ZDI-19-305/,cpe:2.3:a:tibco:jasperreports_server:6.4.0:*:*:*:*:*:*:*|cpe:2.3:a:tibco:jasperreports_server:6.4.1:*:*:*:*:*:*:*|cpe:2.3:a:tibco:jasperreports_server:6.4.2:*:*:*:*:*:*:*|cpe:2.3:a:tibco:jasperreports_server:6.4.3:*:*:*:*:*:*:*|cpe:2.3:a:tibco:jasperreports_server:*:*:*:*:*:activematrix_bpm:*:*|cpe:2.3:a:tibco:jasperreports_server:7.1.0:*:*:*:*:*:*:*|cpe:2.3:a:tibco:jasperreports_server:*:*:*:*:community:*:*:*|cpe:2.3:a:tibco:jaspersoft:*:*:*:*:*:aws_with_multi-tenancy:*:*|cpe:2.3:a:tibco:jaspersoft_reporting_and_analytics:*:*:*:*:*:aws:*:*,CWE-863
59,CVE-2019-16383,"MOVEit.DMZ.WebApi.dll in Progress MOVEit Transfer 2018 SP2 before 10.2.4, 2019 before 11.0.2, and 2019.1 before 11.1.1 allows an unauthenticated attacker to gain unauthorized access to the database. Depending on the database engine being used (MySQL, Microsoft SQL Server, or Azure SQL), an attacker may be able to infer information about the structure and contents of the database, or may be able to alter the database via the REST API, aka SQL Injection.",9.4,7.5,http://packetstormsecurity.com/files/157208/MOVEit-Transfer-11.1.1-SQL-Injection.html|https://community.ipswitch.com/s/article/SQL-Injection-Vulnerability|https://docs.ipswitch.com/MOVEit/Transfer2018SP2/ReleaseNotes/en/index.htm#46490.htm|https://docs.ipswitch.com/MOVEit/Transfer2019/ReleaseNotes/en/index.htm#48648.htm|https://docs.ipswitch.com/MOVEit/Transfer2019_1/ReleaseNotes/en/index.htm#49443.htm,cpe:2.3:a:ipswitch:moveit_transfer:*:*:*:*:*:*:*:*|cpe:2.3:a:ipswitch:moveit_transfer:*:*:*:*:*:*:*:*|cpe:2.3:a:ipswitch:moveit_transfer:*:*:*:*:*:*:*:*,CWE-89
60,CVE-2018-8531,"A remote code execution vulnerability exists in the way that Azure IoT Hub Device Client SDK using MQTT protocol accesses objects in memory, aka ""Azure IoT Device Client SDK Memory Corruption Vulnerability."" This affects Hub Device Client SDK, Azure IoT Edge.",8.8,9.3,http://www.securityfocus.com/bid/105472|https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2018-8531,cpe:2.3:a:microsoft:azure_internet_of_things_edge:-:*:*:*:*:*:*:*|cpe:2.3:a:microsoft:csharp_software_development_kit:*:*:*:*:*:azure_internet_of_things:*:*,CWE-119
61,CVE-2018-3827,A sensitive data disclosure flaw was found in the Elasticsearch repository-azure (formerly elasticsearch-cloud-azure) plugin. When the repository-azure plugin is set to log at TRACE level Azure credentials can be inadvertently logged.,8.1,4.3,https://discuss.elastic.co/t/elastic-stack-6-3-0-and-5-6-10-security-update/135777|https://www.elastic.co/community/security,cpe:2.3:a:elastic:azure_repository:6.0.0:beta1:*:*:*:azure:*:*|cpe:2.3:a:elastic:azure_repository:6.0.0:beta2:*:*:*:azure:*:*|cpe:2.3:a:elastic:azure_repository:*:*:*:*:*:azure:*:*,CWE-255
62,CVE-2019-1003036,A data modification vulnerability exists in Jenkins Azure VM Agents Plugin 0.8.0 and earlier in src/main/java/com/microsoft/azure/vmagent/AzureVMAgent.java that allows attackers with Overall/Read permission to attach a public IP address to an Azure VM agent.,4.3,4.0,http://www.securityfocus.com/bid/107476|https://jenkins.io/security/advisory/2019-03-06/#SECURITY-1331,cpe:2.3:a:jenkins:azure_vm_agents:*:*:*:*:*:jenkins:*:*,CWE-264
63,CVE-2017-8613,"Azure AD Connect Password writeback, if misconfigured during enablement, allows an attacker to reset passwords and gain unauthorized access to arbitrary on-premises AD privileged user accounts aka ""Azure AD Connect Elevation of Privilege Vulnerability.""",8.1,6.8,http://www.securityfocus.com/bid/99294|https://technet.microsoft.com/library/security/4033453,cpe:2.3:a:microsoft:azure_active_directory_connect:*:*:*:*:*:*:*:*,CWE-640
64,CVE-2019-0962,"An elevation of privilege vulnerability exists in Azure Automation ""RunAs account"" runbooks for users with contributor role, aka 'Azure Automation Elevation of Privilege Vulnerability'.",4.9,4.0,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-0962,cpe:2.3:a:microsoft:azure_automation:-:*:*:*:*:*:*:*,CWE-264
65,CVE-2018-18812,"The Spotfire Library component of TIBCO Software Inc.'s TIBCO Spotfire Analytics Platform for AWS Marketplace, and TIBCO Spotfire Server contains a vulnerability that might theoretically fail to restrict users with read-only access from modifying files stored in the Spotfire Library, only when the Spotfire Library is configured to use external storage. Affected releases are TIBCO Software Inc.'s TIBCO Spotfire Analytics Platform for AWS Marketplace versions up to and including 10.0.0, and TIBCO Spotfire Server versions up to and including 7.10.1; 7.11.0; 7.11.1; 7.12.0; 7.13.0; 7.14.0; 10.0.0.",5.3,3.5,http://www.securityfocus.com/bid/106635|http://www.tibco.com/services/support/advisories|https://www.tibco.com/support/advisories/2019/01/tibco-security-advisory-january-16-2019-tibco-spotfire-2018-18812,cpe:2.3:a:tibco:spotfire_analytics_platform_for_aws:*:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:*:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:7.11.0:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:7.11.1:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:7.12.0:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:7.13.0:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:7.14.0:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:10.0.0:*:*:*:*:*:*:*,CWE-269
66,CVE-2018-18808,"The domain management component of TIBCO Software Inc.'s TIBCO JasperReports Server, TIBCO JasperReports Server Community Edition, TIBCO JasperReports Server for ActiveMatrix BPM, TIBCO Jaspersoft for AWS with Multi-Tenancy, and TIBCO Jaspersoft Reporting and Analytics for AWS contains a race-condition vulnerability that may allow any users with domain save privileges to gain superuser privileges. Affected releases are TIBCO Software Inc.'s TIBCO JasperReports Server: versions up to and including 6.3.4; 6.4.0; 6.4.1; 6.4.2; 6.4.3; 7.1.0, TIBCO JasperReports Server Community Edition: versions up to and including 7.1.0, TIBCO JasperReports Server for ActiveMatrix BPM: versions up to and including 6.4.3, TIBCO Jaspersoft for AWS with Multi-Tenancy: versions up to and including 7.1.0, and TIBCO Jaspersoft Reporting and Analytics for AWS: versions up to and including 7.1.0.",7.5,8.5,http://www.securityfocus.com/bid/107350|http://www.tibco.com/services/support/advisories|https://www.tibco.com/support/advisories/2019/03/tibco-security-advisory-march-6-2019-tibco-jasperreports-server-2018-18808,cpe:2.3:a:tibco:jasperreports_server:*:*:*:*:*:*:*:*|cpe:2.3:a:tibco:jasperreports_server:6.4.0:*:*:*:*:*:*:*|cpe:2.3:a:tibco:jasperreports_server:6.4.1:*:*:*:*:*:*:*|cpe:2.3:a:tibco:jasperreports_server:6.4.2:*:*:*:*:*:*:*|cpe:2.3:a:tibco:jasperreports_server:6.4.3:*:*:*:*:*:*:*|cpe:2.3:a:tibco:jasperreports_server:*:*:*:*:*:activematrix_bpm:*:*|cpe:2.3:a:tibco:jasperreports_server:7.1.0:*:*:*:*:*:*:*|cpe:2.3:a:tibco:jasperreports_server:*:*:*:*:community:*:*:*|cpe:2.3:a:tibco:jaspersoft:*:*:*:*:*:aws_with_multi-tenancy:*:*|cpe:2.3:a:tibco:jaspersoft_reporting_and_analytics:*:*:*:*:*:aws:*:*,CWE-362
67,CVE-2019-10303,Jenkins Azure PublisherSettings Credentials Plugin 1.2 and earlier stored credentials unencrypted in the credentials.xml file on the Jenkins master where they could be viewed by users with access to the master file system.,8.8,4.0,http://www.securityfocus.com/bid/108045|https://jenkins.io/security/advisory/2019-04-17/#SECURITY-844,cpe:2.3:a:jenkins:azure_publishersettings_credentials:*:*:*:*:*:jenkins:*:*,CWE-255
68,CVE-2019-0871,"A Cross-site Scripting (XSS) vulnerability exists when Azure DevOps Server and Team Foundation Server do not properly sanitize user provided input, aka 'Azure DevOps Server and Team Foundation Server Cross-site Scripting Vulnerability'. This CVE ID is unique from CVE-2019-0866, CVE-2019-0867, CVE-2019-0868, CVE-2019-0870.",6.1,4.3,http://www.securityfocus.com/bid/107755|https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-0871,cpe:2.3:a:microsoft:team_foundation_server:2017:3.1:*:*:*:*:*:*|cpe:2.3:a:microsoft:team_foundation_server:2018:1.2:*:*:*:*:*:*|cpe:2.3:a:microsoft:team_foundation_server:2018:3.2:*:*:*:*:*:*|cpe:2.3:o:microsoft:azure_devops_server:2019:*:*:*:*:*:*:*,CWE-79
69,CVE-2020-10685,"A flaw was found in Ansible Engine affecting Ansible Engine versions 2.7.x before 2.7.17 and 2.8.x before 2.8.11 and 2.9.x before 2.9.7 as well as Ansible Tower before and including versions 3.4.5 and 3.5.5 and 3.6.3 when using modules which decrypts vault files such as assemble, script, unarchive, win_copy, aws_s3 or copy modules. The temporary directory is created in /tmp leaves the s ts unencrypted. On Operating Systems which /tmp is not a tmpfs but part of the root partition, the directory is only cleared on boot and the decryp emains when the host is switched off. The system will be vulnerable when the system is not running. So decrypted data must be cleared as soon as possible and the data which normally is encrypted ble.",5.5,1.9,https://bugzilla.redhat.com/show_bug.cgi?id=CVE-2020-10685|https://github.com/ansible/ansible/pull/68433,cpe:2.3:a:redhat:ansible_engine:*:*:*:*:*:*:*:*|cpe:2.3:a:redhat:ansible_engine:*:*:*:*:*:*:*:*|cpe:2.3:a:redhat:ansible_engine:*:*:*:*:*:*:*:*|cpe:2.3:a:redhat:ansible_tower:*:*:*:*:*:*:*:*|cpe:2.3:a:redhat:ansible_tower:*:*:*:*:*:*:*:*|cpe:2.3:a:redhat:ansible_tower:*:*:*:*:*:*:*:*|cpe:2.3:a:redhat:ceph_storage:2.0:*:*:*:*:*:*:*|cpe:2.3:a:redhat:ceph_storage:3.0:*:*:*:*:*:*:*|cpe:2.3:a:redhat:openstack:10:*:*:*:*:*:*:*|cpe:2.3:a:redhat:openstack:13.0:*:*:*:*:*:*:*|cpe:2.3:a:redhat:openstack:15.0:*:*:*:*:*:*:*|cpe:2.3:a:redhat:storage:3.0:*:*:*:*:*:*:*,CWE-668
70,CVE-2020-12070,The Advanced Woo Search plugin version through 1.99 for Wordpress suffers from a sensitive information disclosure vulnerability in every ajax search request via the sql field to includes/class-aws-search.php.,7.5,5.0,https://plugins.trac.wordpress.org/browser/advanced-woo-search/tags/1.99/includes/class-aws-search.php#L222|https://plugins.trac.wordpress.org/browser/advanced-woo-search/tags/2.00/includes/class-aws-search.php?rev=2290090#L219|https://wordpress.org/plugins/advanced-woo-search/#developers,cpe:2.3:a:advanced-woo-search:advanced_woo_search:*:*:*:*:*:wordpress:*:*,CWE-200
71,CVE-2015-5713,"Spotfire Parsing Library and Spotfire Security Filter in TIBCO Spotfire Server 5.5.x before 5.5.4, 6.0.x before 6.0.5, 6.5.x before 6.5.4, and 7.0.x before 7.0.1 and Spotfire Analytics Platform before 7.0.2 for AWS Marketplace allow remote attackers to obtain sensitive log information by visiting an unspecified URL.",,5.0,http://www.securitytracker.com/id/1034011|http://www.tibco.com/assets/blt3a3a55ab42f2f5cd/2015-004-advisory.txt|http://www.tibco.com/mk/advisory.jsp,cpe:2.3:a:tibco:spotfire_server:5.5.0:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:5.5.1:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:5.5.2:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:5.5.3:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:6.0.0:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:6.0.1:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:6.0.2:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:6.0.3:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:6.0.4:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:6.5.0:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:6.5.1:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:6.5.2:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:6.5.3:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_server:7.0.0:*:*:*:*:*:*:*|cpe:2.3:a:tibco:spotfire_analytics_platform_for_aws:*:*:*:*:*:*:*:*,CWE-200
72,CVE-2019-1258,"An elevation of privilege vulnerability exists in Azure Active Directory Authentication Library On-Behalf-Of flow, in the way the library caches tokens, aka 'Azure Active Directory Authentication Library Elevation of Privilege Vulnerability'.",8.8,6.5,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-1258,cpe:2.3:a:microsoft:active_directory_authentication_library:5.0.0:preview:*:*:*:.net:*:*|cpe:2.3:a:microsoft:active_directory_authentication_library:5.0.1:preview:*:*:*:.net:*:*|cpe:2.3:a:microsoft:active_directory_authentication_library:5.0.2:preview:*:*:*:.net:*:*|cpe:2.3:a:microsoft:active_directory_authentication_library:5.0.3:preview:*:*:*:.net:*:*|cpe:2.3:a:microsoft:active_directory_authentication_library:*:*:*:*:*:.net:*:*|cpe:2.3:a:microsoft:nuget:5.2.0:*:*:*:*:*:*:*,CWE-264
73,CVE-2017-6506,"In Azure Data Expert Ultimate 2.2.16, the SMTP verification function suffers from a buffer overflow vulnerability, leading to remote code execution. The attack vector is a crafted SMTP daemon that sends a long 220 (aka ""Service ready"") string.",9.8,7.5,http://packetstormsecurity.com/files/141502/Azure-Data-Expert-Ultimate-2.2.16-Buffer-Overflow.html|http://www.securityfocus.com/bid/96824|https://www.exploit-db.com/exploits/41545/,cpe:2.3:a:azure_dex:data_expert_ultimate:2.2.16:*:*:*:*:*:*:*,CWE-119
74,CVE-2020-5577,"Movable Type series (Movable Type 7 r.4606 (7.2.1) and earlier (Movable Type 7), Movable Type Advanced 7 r.4606 (7.2.1) and earlier (Movable Type Advanced 7), Movable Type for AWS 7 r.4606 (7.2.1) and earlier (Movable Type for AWS 7), Movable Type 6.5.3 and earlier (Movable Type 6.5), Movable Type Advanced 6.5.3 and earlier (Movable Type Advanced 6.5), Movable Type 6.3.11 and earlier (Movable Type 6.3), Movable Type Advanced 6.3.11 and earlier (Movable Type 6.3), Movable Type Premium 1.29 and earlier, and Movable Type Premium Advanced 1.29 and earlier) allow remote authenticated attackers to upload arbitrary files and execute a php script via unspecified vectors.",8.8,6.5,https://jvn.jp/en/jp/JVN28806943/index.html|https://movabletype.org/news/2020/05/mt-730-660-6312-released.html,cpe:2.3:a:sixapart:movable_type:*:*:*:*:advanced:*:*:*|cpe:2.3:a:sixapart:movable_type:*:*:*:*:premium:*:*:*|cpe:2.3:a:sixapart:movable_type:*:*:*:*:-:*:*:*|cpe:2.3:a:sixapart:movable_type:*:*:*:*:advanced:*:*:*|cpe:2.3:a:sixapart:movable_type:*:*:*:*:-:*:*:*|cpe:2.3:a:sixapart:movable_type:*:*:*:*:advanced:*:*:*|cpe:2.3:a:sixapart:movable_type:*:*:*:*:*:aws:*:*|cpe:2.3:a:sixapart:movable_type:*:*:*:*:-:*:*:*|cpe:2.3:a:sixapart:movable_type:*:*:*:*:advanced:*:*:*,CWE-434
75,CVE-2018-16602,"An issue was discovered in Amazon Web Services (AWS) FreeRTOS through 1.3.1, FreeRTOS up to V10.0.1 (with FreeRTOS+TCP), and WITTENSTEIN WHIS Connect middleware TCP/IP component. Out of bounds memory access during parsing of DHCP responses in prvProcessDHCPReplies can be used for information disclosure.",5.9,4.3,https://blog.zimperium.com/freertos-tcpip-stack-vulnerabilities-details/|https://blog.zimperium.com/freertos-tcpip-stack-vulnerabilities-put-wide-range-devices-risk-compromise-smart-homes-critical-infrastructure-systems/|https://github.com/aws/amazon-freertos/blob/v1.3.2/CHANGELOG.md,cpe:2.3:a:amazon:amazon_web_services_freertos:*:*:*:*:*:*:*:*|cpe:2.3:a:amazon:freertos:*:*:*:*:*:*:*:*,CWE-200
76,CVE-2019-0979,"A Cross-site Scripting (XSS) vulnerability exists when Azure DevOps Server and Team Foundation Server do not properly sanitize user provided input, aka 'Azure DevOps Server and Team Foundation Server Cross-site Scripting Vulnerability'. This CVE ID is unique from CVE-2019-0872.",5.4,3.5,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-0979,cpe:2.3:a:microsoft:team_foundation_server:2017:3.1:*:*:*:*:*:*|cpe:2.3:a:microsoft:team_foundation_server:2018:1.2:*:*:*:*:*:*|cpe:2.3:a:microsoft:team_foundation_server:2018:3.2:*:*:*:*:*:*|cpe:2.3:o:microsoft:azure_devops_server:2019:*:*:*:*:*:*:*,CWE-79
77,CVE-2020-2180,"Jenkins AWS SAM Plugin 1.2.2 and earlier does not configure its YAML parser to prevent the instantiation of arbitrary types, resulting in a remote code execution vulnerability.",8.8,6.5,http://www.openwall.com/lists/oss-security/2020/04/16/4|https://jenkins.io/security/advisory/2020-04-16/#SECURITY-1736,cpe:2.3:a:jenkins:amazon_web_services_serverless_application_model:*:*:*:*:*:jenkins:*:*,CWE-502
78,CVE-2018-1000402,Jenkins project Jenkins AWS CodeDeploy Plugin version 1.19 and earlier contains a File and Directory Information Exposure vulnerability in AWSCodeDeployPublisher.java that can result in Disclosure of environment variables. This vulnerability appears to have been fixed in 1.20 and later.,4.3,5.0,https://jenkins.io/security/advisory/2018-06-25/#SECURITY-825,cpe:2.3:a:jenkins:aws_codedeploy:*:*:*:*:*:jenkins:*:*,CWE-200
